IdLog,IdLogTypeFK,IdUtilizadorFK,DataHorario
17951,10,11982,10/4/2023 11:09:47
17952,7,3116,8/4/2024 23:30:23
17953,11,13579,12/8/2023 19:34:46
17954,11,12659,6/8/2025 07:31:10
17955,3,6158,13/1/2025 02:58:19
17956,3,15315,18/2/2022 05:38:05
17957,10,12348,11/3/2024 21:24:58
17958,4,2753,19/1/2023 17:26:24
17959,5,4067,20/6/2025 17:16:29
17960,9,4195,2/9/2025 21:01:14
17961,8,3860,3/5/2025 03:08:28
17962,1,16491,15/10/2023 01:06:14
17963,1,588,13/3/2023 03:28:30
17964,3,5393,24/7/2024 15:20:57
17965,1,18249,13/11/2025 13:11:21
17966,1,11659,5/2/2024 19:52:04
17967,1,10021,24/5/2024 08:53:02
17968,10,2071,24/2/2022 16:19:19
17969,4,12117,12/6/2025 00:15:50
17970,10,950,19/6/2023 16:11:51
17971,8,791,9/2/2022 20:30:22
17972,4,17147,15/6/2022 03:11:01
17973,1,2207,9/9/2022 12:02:18
17974,1,10611,7/4/2023 18:09:22
17975,9,7010,22/3/2024 12:37:02
17976,9,440,17/10/2025 04:04:55
17977,6,13676,11/11/2022 08:30:58
17978,1,2553,20/9/2025 08:21:33
17979,9,8019,1/5/2023 07:15:56
17980,10,18326,23/9/2025 16:10:06
17981,8,18839,18/11/2023 16:05:26
17982,7,10339,31/3/2023 09:43:12
17983,2,14414,18/10/2025 22:53:37
17984,9,6153,9/12/2022 06:42:36
17985,2,8425,18/9/2025 14:26:19
17986,9,19691,25/9/2025 20:33:48
17987,9,13293,18/7/2024 20:19:37
17988,7,6074,27/7/2025 16:06:58
17989,6,17097,24/1/2022 15:12:23
17990,5,1130,29/2/2024 18:49:45
17991,2,11314,28/7/2025 02:48:23
17992,6,44,12/9/2024 02:52:37
17993,5,1924,19/10/2025 06:16:32
17994,6,7752,25/2/2025 20:21:27
17995,5,12054,3/3/2024 20:57:52
17996,1,10679,11/8/2022 02:41:08
17997,8,7547,16/3/2024 08:25:24
17998,8,16823,3/12/2023 19:28:52
17999,7,11933,24/7/2023 13:38:17
18000,2,3881,30/4/2023 10:04:57
18001,10,13540,24/5/2022 04:17:58
18002,5,19031,28/8/2023 10:29:31
18003,6,1422,23/9/2025 21:57:57
18004,8,19250,31/5/2025 13:10:38
18005,7,14764,25/12/2025 12:10:27
18006,2,13986,21/7/2023 16:27:16
18007,11,10300,31/8/2024 23:36:49
18008,5,17761,9/9/2023 18:00:58
18009,4,430,1/1/2022 05:44:24
18010,6,14729,26/6/2025 09:16:00
18011,10,15545,17/11/2025 15:41:09
18012,9,7690,25/3/2024 22:45:38
18013,11,3642,1/4/2022 06:20:16
18014,3,15047,7/1/2023 22:47:24
18015,2,13477,18/1/2024 22:16:31
18016,5,12990,24/9/2025 05:18:00
18017,1,10661,22/8/2025 10:29:36
18018,10,4922,29/10/2025 20:09:32
18019,5,2366,10/2/2025 20:55:20
18020,4,16322,25/10/2022 05:05:05
18021,6,17383,1/10/2025 06:52:17
18022,4,19067,28/8/2022 16:24:30
18023,11,9698,8/9/2023 03:07:59
18024,2,11787,12/9/2023 17:58:12
18025,3,1735,11/1/2024 12:44:22
18026,9,8915,10/12/2025 12:14:06
18027,7,18003,2/2/2023 16:54:54
18028,1,5784,26/5/2022 14:00:27
18029,6,15442,4/4/2025 07:41:10
18030,9,18615,11/2/2024 04:41:25
18031,9,19130,20/1/2024 02:28:37
18032,7,7315,3/1/2023 09:43:40
18033,6,17540,10/9/2024 10:11:33
18034,1,9792,9/10/2023 05:43:53
18035,10,4788,31/12/2022 04:33:54
18036,10,9790,2/5/2023 00:42:13
18037,3,17695,7/11/2025 21:40:22
18038,11,795,10/1/2023 16:05:03
18039,10,3483,3/7/2024 20:41:35
18040,11,678,15/10/2024 01:20:00
18041,6,19338,6/6/2025 12:34:23
18042,9,17357,17/7/2024 20:26:55
18043,6,7342,6/5/2025 09:37:39
18044,9,11061,23/11/2022 08:09:53
18045,6,10264,3/7/2022 13:53:50
18046,8,14440,30/1/2023 09:23:22
18047,1,16296,25/8/2024 13:21:40
18048,9,17709,5/11/2022 20:08:09
18049,9,17590,2/5/2024 11:06:23
18050,2,9688,17/3/2022 03:34:00
18051,8,8910,6/5/2022 17:47:26
18052,6,7228,27/4/2024 06:16:41
18053,11,9479,19/6/2025 11:47:45
18054,6,7054,2/7/2024 06:33:07
18055,2,19881,28/7/2024 04:42:10
18056,10,4540,4/7/2025 22:34:08
18057,4,18713,1/11/2024 03:54:22
18058,8,5439,3/1/2022 22:48:01
18059,10,16765,14/5/2025 02:02:22
18060,5,2901,27/8/2025 02:52:11
18061,3,5729,9/12/2023 02:59:40
18062,2,12081,7/4/2025 18:13:34
18063,3,19169,22/7/2024 00:07:44
18064,4,19740,24/1/2024 16:28:43
18065,4,3662,18/12/2024 02:23:51
18066,5,5351,19/12/2024 18:44:15
18067,7,13578,5/3/2024 14:25:02
18068,10,16862,27/11/2022 14:18:28
18069,3,12725,20/12/2022 12:33:04
18070,4,6310,8/3/2025 22:16:18
18071,9,12041,15/4/2023 15:39:16
18072,1,16883,4/7/2023 15:39:46
18073,5,16476,10/2/2023 02:55:59
18074,8,8217,6/2/2022 20:41:14
18075,3,12257,26/1/2024 20:09:12
18076,6,16932,2/5/2025 15:07:58
18077,2,9396,18/6/2023 02:20:20
18078,8,16212,21/5/2025 17:34:40
18079,5,15596,4/4/2024 22:30:45
18080,9,4234,12/9/2025 21:36:47
18081,5,19883,23/10/2024 05:46:09
18082,11,8794,2/12/2024 17:43:12
18083,7,19165,13/3/2025 09:25:36
18084,3,17375,27/11/2023 20:35:35
18085,2,2756,14/7/2023 19:50:31
18086,4,4113,10/8/2024 07:10:53
18087,8,12069,26/1/2023 06:22:19
18088,3,5946,22/11/2025 19:05:18
18089,3,17702,5/2/2022 19:58:56
18090,1,2486,3/4/2024 00:04:34
18091,9,14737,10/8/2023 16:05:13
18092,9,4347,25/3/2025 19:10:53
18093,1,18571,27/11/2024 23:30:10
18094,2,12540,4/3/2022 08:39:06
18095,5,13976,14/6/2024 22:29:28
18096,2,16417,13/9/2022 19:25:50
18097,9,251,20/5/2023 15:19:32
18098,11,2378,6/1/2023 06:23:33
18099,8,19923,28/7/2024 22:25:26
18100,11,10093,16/1/2025 19:49:57
18101,5,15449,21/11/2024 10:04:59
18102,10,19419,26/2/2025 02:23:19
18103,2,9900,18/10/2023 16:00:06
18104,2,9093,16/4/2023 11:32:56
18105,1,3706,17/10/2025 07:55:12
18106,9,13804,3/10/2022 16:12:40
18107,3,12158,31/12/2023 15:45:27
18108,2,10963,9/6/2022 15:05:25
18109,1,1354,1/2/2025 00:32:40
18110,9,18284,27/4/2022 09:32:08
18111,6,12666,10/7/2022 15:58:13
18112,6,4061,1/6/2023 10:31:01
18113,3,18974,22/11/2023 15:59:13
18114,10,5654,14/3/2023 05:57:49
18115,5,973,22/11/2022 00:45:37
18116,9,18762,29/9/2022 04:52:10
18117,9,16844,2/7/2023 22:38:50
18118,9,5639,14/12/2025 06:47:41
18119,1,11478,2/5/2022 18:41:58
18120,10,14434,2/5/2022 20:20:38
18121,9,11491,6/12/2024 01:25:38
18122,5,9697,7/10/2022 09:20:13
18123,8,19262,12/7/2025 10:36:32
18124,3,12199,26/3/2023 13:16:23
18125,1,9197,12/8/2025 14:37:13
18126,8,742,24/4/2022 08:21:45
18127,9,19380,4/1/2024 09:43:05
18128,6,12600,15/5/2023 18:04:56
18129,3,10658,19/8/2023 09:04:34
18130,9,19326,6/11/2025 03:11:11
18131,1,14880,8/8/2024 11:33:24
18132,9,12430,18/5/2023 05:19:54
18133,8,2795,2/7/2023 20:35:36
18134,3,18477,25/5/2024 03:28:03
18135,11,13384,29/5/2022 03:36:49
18136,11,3183,8/6/2024 08:14:53
18137,10,8979,5/8/2023 09:27:32
18138,6,1385,29/6/2025 21:00:48
18139,4,1524,27/2/2022 16:32:39
18140,9,3991,5/9/2024 04:33:27
18141,5,18735,30/6/2025 16:38:54
18142,8,19268,7/9/2025 12:31:53
18143,11,10278,18/2/2022 20:36:59
18144,7,17410,23/1/2023 10:01:40
18145,3,8425,29/1/2025 23:45:37
18146,9,32,18/1/2022 09:28:32
18147,2,15082,25/12/2025 04:52:02
18148,2,17156,23/2/2024 08:29:49
18149,9,17274,28/9/2025 05:24:50
18150,2,13273,14/3/2025 22:31:13
18151,7,17118,7/8/2025 22:05:51
18152,8,19332,1/5/2025 15:23:10
18153,1,9833,5/1/2025 14:22:04
18154,10,9202,1/5/2025 12:28:53
18155,3,10813,22/12/2023 21:37:02
18156,4,8012,30/10/2025 19:25:38
18157,4,10617,25/8/2024 15:01:57
18158,2,12376,10/12/2022 22:56:21
18159,3,17638,1/5/2024 20:58:41
18160,2,10952,6/3/2023 04:32:18
18161,7,14293,31/1/2023 06:34:46
18162,10,3228,20/12/2025 05:04:12
18163,11,2007,17/12/2025 03:56:51
18164,5,1841,19/11/2025 03:52:43
18165,11,452,15/12/2023 19:16:03
18166,10,14866,25/12/2022 12:41:25
18167,6,14031,1/9/2024 00:42:15
18168,10,4858,16/9/2025 03:59:52
18169,3,14236,16/5/2022 09:42:28
18170,2,601,31/8/2023 05:53:12
18171,2,10558,19/12/2025 19:19:51
18172,5,2317,1/2/2024 20:57:12
18173,1,2501,26/7/2024 16:36:13
18174,3,598,24/1/2024 08:30:20
18175,4,15156,25/5/2023 00:47:53
18176,10,14985,18/7/2024 06:56:12
18177,7,19561,21/7/2022 19:41:31
18178,6,7411,13/7/2025 12:30:52
18179,3,8445,22/10/2024 05:10:20
18180,4,3340,3/7/2024 23:09:38
18181,2,11063,19/4/2024 20:11:44
18182,5,8912,11/8/2023 20:53:50
18183,4,11829,31/3/2023 23:46:25
18184,10,600,11/6/2023 18:08:29
18185,8,2995,28/11/2025 07:23:45
18186,8,5054,15/7/2022 14:13:05
18187,7,15775,21/9/2024 04:24:03
18188,3,553,28/12/2023 15:41:14
18189,9,6602,12/7/2024 23:54:51
18190,7,2904,11/3/2023 11:00:36
18191,10,10813,30/11/2023 13:32:07
18192,4,2364,2/5/2025 01:11:21
18193,1,8387,29/8/2025 11:50:19
18194,8,16284,10/3/2023 06:33:01
18195,10,18074,8/11/2025 22:01:08
18196,10,8396,8/7/2023 04:08:06
18197,2,12375,9/1/2022 05:17:44
18198,1,18074,24/5/2024 10:21:57
18199,6,8092,11/5/2023 14:15:17
18200,2,7506,15/5/2023 00:55:14
18201,8,10735,22/5/2025 11:15:29
18202,4,5022,5/8/2022 14:36:50
18203,6,14748,1/8/2022 15:31:01
18204,11,12922,20/6/2022 03:52:47
18205,5,1274,6/5/2024 16:00:45
18206,4,9436,12/10/2022 10:29:11
18207,11,4653,19/3/2023 11:12:12
18208,7,15898,25/9/2024 01:55:23
18209,2,925,4/7/2025 18:56:22
18210,11,11554,20/12/2023 09:37:25
18211,1,2251,6/1/2024 11:35:25
18212,5,18444,6/9/2023 12:36:27
18213,10,12258,18/12/2022 02:00:39
18214,6,11680,16/6/2024 00:43:51
18215,4,9448,10/10/2024 08:38:17
18216,2,12565,25/6/2025 21:00:45
18217,4,9969,15/7/2024 03:04:04
18218,11,4548,22/6/2022 09:58:00
18219,7,16023,19/7/2024 05:13:04
18220,7,11718,10/2/2025 03:59:37
18221,6,2268,5/2/2025 07:03:49
18222,6,10676,12/8/2023 23:04:32
18223,3,12834,19/1/2022 11:03:49
18224,10,13275,6/11/2024 15:08:34
18225,1,3273,29/10/2024 02:19:23
18226,10,12499,23/10/2022 22:38:09
18227,7,484,6/7/2023 23:24:04
18228,4,8640,14/9/2025 04:31:48
18229,10,6598,9/6/2024 21:46:27
18230,4,1452,2/5/2023 14:27:30
18231,2,18873,23/4/2025 17:09:01
18232,6,582,25/9/2024 10:03:42
18233,8,14654,13/2/2024 06:34:42
18234,7,1371,30/5/2022 14:01:10
18235,5,11790,8/3/2023 16:54:56
18236,4,14597,11/2/2022 03:47:34
18237,5,2684,13/5/2025 13:46:05
18238,5,16277,15/1/2025 07:44:15
18239,10,895,3/5/2022 14:53:25
18240,5,15170,15/12/2023 05:40:38
18241,8,12856,23/4/2022 10:03:20
18242,11,9806,30/4/2024 22:32:13
18243,7,19934,8/7/2024 22:55:58
18244,3,17943,8/2/2025 22:06:00
18245,10,6797,21/6/2022 19:46:30
18246,10,182,7/9/2023 18:24:35
18247,4,11980,8/1/2025 15:25:03
18248,5,12540,20/4/2023 00:25:18
18249,10,12744,27/3/2023 20:50:50
18250,9,18587,10/11/2023 10:32:33
18251,6,12916,5/8/2022 09:35:06
18252,6,14099,4/12/2022 16:59:26
18253,11,11749,12/1/2025 08:42:53
18254,7,8858,16/1/2023 13:49:54
18255,1,9435,6/12/2023 19:08:13
18256,1,9931,7/11/2022 21:28:01
18257,10,14927,26/6/2023 22:03:07
18258,11,9348,22/6/2023 07:39:56
18259,8,9834,12/9/2023 23:59:09
18260,10,8251,14/4/2023 07:29:11
18261,1,3508,25/1/2025 19:48:17
18262,2,9758,8/11/2023 00:29:32
18263,3,16507,5/7/2024 08:13:32
18264,8,5585,4/3/2024 03:51:09
18265,9,11503,20/2/2023 15:36:14
18266,8,13516,9/12/2025 17:50:29
18267,7,13958,7/7/2024 05:03:08
18268,9,12468,2/4/2024 11:30:17
18269,1,15222,5/3/2025 11:01:15
18270,10,9168,7/9/2022 07:21:18
18271,7,4619,19/9/2024 02:00:45
18272,4,19674,18/10/2025 03:11:36
18273,5,215,29/10/2022 20:38:46
18274,10,11814,3/4/2025 05:05:09
18275,10,18412,3/7/2024 14:17:50
18276,3,18202,25/5/2024 04:34:13
18277,5,14320,29/4/2022 18:27:47
18278,8,4144,5/7/2022 02:47:41
18279,3,493,17/1/2024 10:25:50
18280,7,18852,9/10/2022 22:20:21
18281,10,18953,24/3/2022 22:34:24
18282,5,13384,4/9/2024 15:12:56
18283,5,6550,2/10/2024 14:23:55
18284,8,7356,14/6/2025 23:49:53
18285,11,16381,1/5/2022 11:00:45
18286,6,4584,16/1/2025 12:08:27
18287,2,6702,14/6/2024 04:07:37
18288,7,10348,29/1/2023 15:41:53
18289,4,6840,19/1/2024 18:13:19
18290,6,14655,8/8/2023 06:27:23
18291,4,18066,1/3/2024 12:29:29
18292,2,6559,28/12/2024 21:27:34
18293,6,16929,24/11/2023 08:21:50
18294,8,13432,21/9/2023 23:48:25
18295,10,12678,15/7/2025 03:17:32
18296,2,17217,6/6/2022 10:23:56
18297,8,6850,20/1/2022 21:04:49
18298,2,424,22/8/2024 09:33:12
18299,2,8048,25/6/2025 19:16:02
18300,2,19732,14/6/2023 17:31:00
18301,2,71,18/10/2023 20:27:55
18302,3,12148,21/2/2024 08:44:03
18303,3,4557,27/4/2022 15:15:05
18304,8,16625,9/2/2024 05:23:54
18305,4,16796,1/11/2025 05:19:01
18306,6,3667,20/5/2023 11:43:31
18307,6,17098,9/12/2023 21:59:54
18308,10,13328,26/8/2025 11:17:34
18309,11,9648,15/5/2023 13:00:17
18310,6,213,26/9/2022 04:44:19
18311,8,19995,14/6/2024 17:59:10
18312,10,18955,27/12/2024 06:42:50
18313,8,15589,28/2/2023 00:21:52
18314,8,17763,22/7/2025 08:22:10
18315,4,16345,26/12/2024 07:31:49
18316,10,12102,23/8/2024 22:50:53
18317,2,16068,30/8/2022 21:03:22
18318,10,1592,26/4/2025 19:31:04
18319,3,15753,11/5/2024 06:21:02
18320,4,19889,27/9/2024 04:04:27
18321,3,15036,6/2/2022 05:39:54
18322,5,9010,24/3/2025 04:23:53
18323,3,3770,22/11/2025 12:07:02
18324,3,12371,17/5/2023 03:42:34
18325,11,18226,15/10/2024 01:51:49
18326,6,13011,27/12/2024 12:56:44
18327,11,2562,3/1/2022 06:00:13
18328,8,11215,28/9/2023 16:06:29
18329,5,18180,3/3/2024 23:05:49
18330,10,11616,27/4/2025 03:28:12
18331,6,7456,28/6/2025 02:49:01
18332,8,3621,14/9/2022 08:35:57
18333,2,2402,31/1/2022 00:00:24
18334,11,12223,31/3/2024 17:17:14
18335,9,11116,3/8/2025 13:45:20
18336,4,4267,13/4/2023 21:09:39
18337,6,10513,13/12/2025 20:01:37
18338,6,8413,21/6/2023 07:29:36
18339,3,12020,7/9/2023 20:20:48
18340,6,18648,24/1/2025 11:31:06
18341,9,19283,29/8/2024 05:34:25
18342,2,8755,13/2/2023 18:32:10
18343,7,7465,11/4/2024 15:47:41
18344,4,3140,31/7/2022 12:24:27
18345,5,8072,2/11/2024 05:21:02
18346,6,11818,10/7/2023 03:45:22
18347,1,6093,16/6/2023 17:41:24
18348,10,3630,1/3/2022 23:16:06
18349,2,15732,17/1/2024 16:53:07
18350,6,19687,16/12/2025 18:14:55
18351,4,11023,25/5/2023 20:26:49
18352,3,11089,23/5/2023 07:08:49
18353,4,17430,10/1/2024 02:24:47
18354,7,420,27/1/2024 21:43:05
18355,11,9778,3/12/2023 02:27:23
18356,7,10156,5/12/2023 02:47:22
18357,3,1163,23/4/2025 19:53:27
18358,11,10395,12/1/2022 01:28:14
18359,4,17668,21/8/2023 02:50:25
18360,7,4139,8/10/2025 17:53:15
18361,2,9788,2/1/2024 06:36:42
18362,11,14512,12/2/2022 22:52:53
18363,4,3877,14/5/2022 10:05:32
18364,10,4545,22/12/2024 16:12:26
18365,9,19851,11/3/2025 16:55:44
18366,1,15333,29/4/2024 13:09:45
18367,6,1800,29/4/2025 12:49:39
18368,5,14961,21/8/2024 02:49:44
18369,5,6810,26/4/2025 11:39:03
18370,10,19750,7/4/2025 01:52:23
18371,9,1893,24/6/2022 06:14:01
18372,9,4936,28/3/2025 14:34:23
18373,4,11042,11/4/2022 11:31:46
18374,8,3415,12/3/2024 21:00:18
18375,4,19746,16/3/2022 23:18:56
18376,1,5102,28/9/2025 15:42:16
18377,2,3562,18/12/2024 00:26:29
18378,4,15674,1/8/2025 13:55:07
18379,1,2386,29/10/2022 18:29:58
18380,11,15698,1/9/2022 16:33:00
18381,11,17889,5/9/2023 17:24:31
18382,8,11481,21/10/2024 18:20:57
18383,2,11101,8/5/2024 03:53:55
18384,6,10897,19/9/2025 22:48:10
18385,2,6229,7/6/2023 01:19:48
18386,3,10533,22/11/2025 07:21:28
18387,6,6809,25/10/2024 00:38:59
18388,9,2097,26/1/2022 23:55:22
18389,3,15742,30/3/2023 20:13:07
18390,4,6236,21/7/2024 23:51:03
18391,6,10970,13/6/2023 10:31:30
18392,9,12449,4/6/2024 04:27:32
18393,2,13039,20/12/2025 18:19:37
18394,4,5942,25/11/2023 01:30:21
18395,4,11556,17/4/2022 20:38:58
18396,11,7014,11/3/2022 02:13:42
18397,10,13115,23/5/2024 11:14:02
18398,5,13849,16/7/2025 14:20:09
18399,10,9129,29/2/2024 16:56:39
18400,2,9806,13/8/2022 10:45:21
18401,10,11288,17/3/2023 23:05:41
18402,11,15446,11/5/2022 06:52:51
18403,7,15405,17/12/2024 13:23:31
18404,3,2824,4/4/2024 17:29:21
18405,4,15481,28/1/2025 14:34:59
18406,6,19855,30/6/2022 10:32:54
18407,9,6831,2/10/2023 08:57:44
18408,2,7168,5/11/2025 17:15:38
18409,1,7087,4/9/2023 04:22:46
18410,5,10289,29/7/2023 11:04:50
18411,6,9005,21/1/2022 07:42:34
18412,10,6879,12/2/2024 09:18:59
18413,11,15010,11/7/2023 10:47:08
18414,9,15914,17/8/2023 07:20:50
18415,8,15749,9/10/2025 21:30:23
18416,6,15731,7/6/2024 14:17:31
18417,11,14911,2/6/2025 06:34:02
18418,5,6442,2/12/2022 17:21:17
18419,6,1873,28/6/2025 14:32:37
18420,11,5425,5/3/2023 12:14:12
18421,6,1124,13/7/2024 11:59:41
18422,10,12253,21/11/2023 21:35:28
18423,6,10051,1/5/2023 00:16:23
18424,9,7416,14/4/2024 14:30:07
18425,6,467,6/9/2024 02:32:55
18426,9,14203,3/8/2025 18:05:45
18427,8,8350,14/7/2023 00:04:07
18428,8,10822,7/1/2023 16:04:35
18429,9,7130,28/6/2023 15:29:20
18430,10,6326,10/12/2023 12:51:37
18431,9,144,15/11/2023 17:19:06
18432,5,3226,26/10/2025 08:08:23
18433,3,9601,14/12/2025 17:02:30
18434,7,11566,20/5/2024 23:38:58
18435,11,885,29/1/2025 19:23:57
18436,5,4387,12/6/2023 13:56:55
18437,8,19973,10/10/2025 13:44:55
18438,10,10691,6/7/2023 08:32:45
18439,10,13292,22/8/2024 12:46:59
18440,5,5678,10/4/2023 15:06:55
18441,10,19624,2/12/2023 09:30:46
18442,6,15577,15/1/2022 13:23:49
18443,10,15629,17/10/2022 19:08:36
18444,6,4113,1/6/2025 18:04:10
18445,1,12421,19/2/2024 04:21:28
18446,6,17531,1/10/2025 15:13:55
18447,9,4218,9/4/2024 21:29:28
18448,8,4679,6/1/2023 01:08:40
18449,4,14410,6/2/2025 17:09:31
18450,2,135,24/1/2023 03:21:03
18451,9,1628,5/5/2023 08:31:20
18452,11,6036,27/11/2024 14:51:46
18453,1,13075,6/7/2022 14:30:20
18454,4,540,19/4/2024 21:53:18
18455,4,16862,7/5/2025 02:32:45
18456,1,5388,10/3/2025 08:00:02
18457,4,8466,8/8/2023 01:41:59
18458,11,10467,13/6/2024 13:08:10
18459,5,5436,5/1/2025 21:28:02
18460,4,14056,8/12/2024 06:03:38
18461,5,19841,28/1/2025 02:35:38
18462,3,4840,8/3/2022 20:44:05
18463,7,6899,29/6/2022 01:06:30
18464,10,1097,9/10/2022 00:56:25
18465,4,6837,22/3/2025 16:00:58
18466,9,2083,4/10/2022 15:39:03
18467,3,3917,15/3/2022 01:01:28
18468,4,7033,19/2/2023 10:47:10
18469,7,2897,3/6/2024 10:32:18
18470,10,1130,6/7/2022 23:29:08
18471,6,397,20/2/2023 00:09:30
18472,11,6384,16/2/2025 09:04:53
18473,1,9972,13/11/2025 01:24:29
18474,1,16379,16/10/2024 20:48:15
18475,10,9235,9/1/2025 11:15:40
18476,1,17204,3/6/2025 15:20:56
18477,6,12687,19/10/2025 16:57:56
18478,1,502,24/2/2024 12:57:12
18479,7,978,17/5/2023 23:11:15
18480,4,4562,29/5/2025 17:27:05
18481,6,5214,15/11/2025 21:56:04
18482,5,2495,26/12/2024 02:51:39
18483,5,15689,21/7/2024 04:55:23
18484,10,7361,24/9/2022 04:12:23
18485,1,6265,19/10/2022 16:56:59
18486,6,14641,19/5/2022 21:02:49
18487,8,2944,27/10/2022 23:44:35
18488,2,14768,15/7/2024 11:36:02
18489,8,9479,1/11/2022 03:32:13
18490,10,14997,23/9/2022 21:03:27
18491,9,11195,3/11/2023 18:36:18
18492,9,10479,5/10/2023 08:24:09
18493,8,8229,21/1/2025 09:56:00
18494,1,14764,26/8/2024 13:47:33
18495,10,7905,11/6/2023 21:22:39
18496,8,10761,10/11/2025 11:34:50
18497,11,2439,15/3/2025 08:43:08
18498,4,7845,21/5/2025 16:13:11
18499,6,19079,9/1/2023 15:10:48
18500,3,1043,9/9/2022 18:19:35
18501,10,5207,7/2/2022 04:35:15
18502,9,18940,19/11/2024 13:28:11
18503,1,5910,20/12/2025 21:57:42
18504,5,18361,11/3/2023 00:54:51
18505,11,18420,19/1/2024 14:04:14
18506,2,13783,29/11/2022 01:40:56
18507,1,10714,2/12/2022 23:08:25
18508,5,16543,1/11/2025 00:38:15
18509,2,12718,25/6/2024 05:52:47
18510,10,12096,22/3/2025 13:36:09
18511,6,7890,3/12/2022 12:17:26
18512,7,10034,17/10/2022 13:27:01
18513,8,8995,25/11/2023 14:06:07
18514,11,4096,14/8/2024 00:16:19
18515,4,13568,3/4/2025 18:40:58
18516,5,10893,7/7/2023 16:00:20
18517,7,14642,6/9/2024 19:20:58
18518,3,1906,23/1/2022 03:58:18
18519,9,9768,21/7/2024 01:57:26
18520,6,4281,15/1/2022 09:31:56
18521,8,18713,1/8/2025 18:49:59
18522,2,5131,3/9/2022 06:53:07
18523,5,15617,4/8/2025 19:23:14
18524,3,10070,2/9/2024 12:19:01
18525,2,7114,30/3/2025 23:24:32
18526,1,7816,17/10/2024 11:38:47
18527,5,6742,30/5/2023 20:11:52
18528,3,17755,12/5/2022 06:08:18
18529,1,13724,11/7/2025 13:03:29
18530,9,2873,11/9/2023 06:34:24
18531,5,16527,4/8/2022 15:48:41
18532,9,6426,2/8/2025 10:25:29
18533,1,16042,23/6/2025 14:08:59
18534,7,9261,3/5/2022 03:45:47
18535,4,4011,11/9/2024 08:18:01
18536,1,7210,11/3/2022 15:31:40
18537,4,19255,13/11/2023 09:09:52
18538,11,7153,21/12/2024 12:45:19
18539,9,13837,17/8/2025 00:46:29
18540,2,3574,16/6/2024 19:37:03
18541,8,12457,7/6/2023 00:04:31
18542,4,5305,21/4/2025 12:46:23
18543,9,19976,17/5/2023 15:43:49
18544,8,17800,14/3/2022 13:28:48
18545,1,3502,28/8/2022 07:07:46
18546,8,16370,7/12/2025 17:16:20
18547,2,13019,24/9/2024 10:45:32
18548,6,12952,26/7/2022 14:21:00
18549,10,15774,4/8/2022 05:56:48
18550,5,5362,9/2/2024 14:00:04
18551,1,5883,21/12/2025 03:47:31
18552,1,9919,3/1/2023 19:07:03
18553,1,15224,15/4/2025 09:06:17
18554,10,10239,18/11/2023 16:04:39
18555,7,10738,4/1/2025 16:53:20
18556,6,1914,3/6/2023 15:17:22
18557,10,19820,13/10/2022 04:06:51
18558,2,13248,18/7/2024 15:17:21
18559,10,12500,21/4/2022 18:04:50
18560,3,8680,28/6/2022 00:48:52
18561,8,13201,17/4/2022 14:27:29
18562,4,7578,6/12/2022 22:55:33
18563,4,1496,6/8/2024 14:06:42
18564,5,1673,24/4/2022 08:28:09
18565,9,7304,27/8/2024 18:33:02
18566,3,4605,20/5/2022 06:06:20
18567,4,13110,4/4/2024 20:55:28
18568,4,1296,23/2/2023 08:55:07
18569,10,5843,18/8/2022 16:01:27
18570,8,16613,4/3/2025 21:50:20
18571,9,11372,15/3/2023 20:16:38
18572,9,7184,9/1/2025 23:44:28
18573,11,6965,17/4/2025 18:15:38
18574,9,8499,14/8/2022 15:29:17
18575,11,12073,22/5/2025 23:21:49
18576,9,7629,30/8/2023 15:25:27
18577,5,15577,17/3/2025 13:09:11
18578,1,11639,8/2/2023 03:16:05
18579,11,10658,20/10/2023 13:26:45
18580,9,9944,24/1/2023 09:08:57
18581,8,17347,28/11/2025 11:10:02
18582,11,18158,15/7/2024 20:06:12
18583,1,9412,10/3/2025 16:22:00
18584,11,287,14/3/2022 03:02:16
18585,7,179,3/4/2024 11:50:06
18586,7,4879,27/12/2024 23:00:51
18587,1,13574,20/1/2022 09:26:31
18588,5,11611,3/2/2022 01:22:07
18589,5,15715,13/4/2023 16:20:50
18590,2,17684,12/2/2024 05:18:48
18591,11,11069,3/2/2022 08:08:28
18592,6,12617,19/1/2023 09:02:54
18593,8,9802,4/10/2024 16:15:46
18594,5,13470,12/12/2025 00:25:06
18595,8,19361,14/10/2025 11:50:45
18596,10,7419,23/1/2024 00:42:13
18597,4,3218,20/7/2024 17:36:55
18598,8,1074,25/10/2024 12:51:28
18599,2,9405,19/3/2024 20:48:55
18600,6,8977,8/4/2022 14:07:43
18601,5,17886,10/3/2024 22:04:06
18602,3,5556,11/4/2022 15:59:33
18603,5,6776,16/5/2025 08:31:54
18604,1,9356,8/1/2022 10:11:34
18605,4,2911,28/7/2023 23:13:02
18606,11,18178,27/3/2022 18:09:47
18607,10,262,5/11/2023 11:19:26
18608,2,441,6/6/2023 11:19:50
18609,5,12940,1/1/2023 14:25:04
18610,8,2339,3/1/2022 22:55:58
18611,11,15426,17/10/2025 06:26:23
18612,2,75,29/9/2024 14:54:30
18613,1,15110,3/10/2024 15:20:25
18614,11,17310,24/10/2024 08:23:21
18615,9,2819,26/1/2024 21:09:57
18616,1,15483,20/1/2025 16:30:40
18617,9,15558,26/9/2025 09:50:49
