IdJogoFutebol,IdEquipa1FK,IdEquipa2FK,IDEquipaVencedora,GolosEquipa1,GolosEquipa2,HorarioJogo,Localizacao,Status
5134,1352,10,1352,9,2,24/09/2013,1-kai  1-1-3 Deshiro  Nishinari Ward  Osaka  Japan,Finished
5135,921,3563,921,6,1,25/10/2004,824 Nostrand Ave Suite 34  Brooklyn  NY 11216  United States,Finished
5136,6142,3222,3222,4,7,19/01/2019,No.10 building  637 FuXingMenNei Street  XiCheng District  Beijing  China,Finished
5137,3266,5623,3266,9,1,02/03/2016,Room 42  CR Building  No.485  Dongsan Road  Erxianqiao  Chenghua District  Chengdu  China,Finished
5138,6184,1826,,4,4,10/02/2009,Block 48  4 Wyngate Dr  Leicester  LE3 0UW  United Kingdom,Finished
5139,1573,1206,1206,0,5,25/04/2005,466 North Michigan Ave Apt 11  Chicago  IL 60611  United States,Finished
5140,2409,2312,,6,6,27/08/2010,Rm. 38  1-5-14  Higashi-Shimbashi  Minato-ku  Tokyo  Japan,Finished
5141,5007,669,669,4,9,27/03/2013,Rm. 33  1-6-13  Marunouchi  Chiyoda-ku  Tokyo  Japan,Finished
5142,2638,5148,5148,1,3,04/12/2013,Rm. 49  6-1-17  Miyanomori 4 Jo  Chuo Ward  Sapporo  Japan,Finished
5143,2461,5391,2461,8,1,16/06/2011,Room 23  CR Building  312 Kengmei 15th Alley  Dongguan  China,Finished
5144,3249,1258,1258,1,10,03/03/2006,Room 7  CR Building  294 2nd Zhongshan Road  Yuexiu District  Guangzhou  China,Finished
5145,1748,2094,2094,2,5,23/12/2003,219 Flatbush Ave Apt 45  Brooklyn  NY 11225  United States,Finished
5146,5110,5147,5147,6,9,27/12/2021,Rm. 46  2-3-5 Yoyogi  Shibuya-ku  Tokyo  Japan,Finished
5147,2149,3437,3437,3,4,09/09/2012,828 Collier Road Apartment 22  Akron  OH 44320  United States,Finished
5148,3548,816,3548,6,3,21/06/2017,695 Nostrand Ave Apartment 50  Brooklyn  NY 11216  United States,Finished
5149,158,2300,158,8,7,18/10/2018,258 Pedway Apartment 25  Chicago  IL 60601  United States,Finished
5150,1949,2526,1949,7,3,28/10/2014,794 Bergen St Suite 29  Brooklyn  NY 11217  United States,Finished
5151,1517,2470,1517,8,2,23/11/2012,408 East Alley Apt 6  Columbus  GA 43201  United States,Finished
5152,427,3612,3612,5,10,09/08/2022,35F  861 68 Qinghe Middle St  Haidian District  Beijing  China,Finished
5153,587,5541,587,2,1,10/11/2012,No.19 building  629 Middle Huaihai Road  Huangpu District  Shanghai  China,Finished
5154,5078,5654,5078,2,1,11/07/2010,Unit 32  Oxford Eco Centre  146 Wyngate Dr  Leicester  LE3 0UW  United Kingdom,Finished
5155,613,4123,4123,6,7,19/03/2014,44F  2-1-18 Tenjinnomori  Nishinari Ward  Osaka  Japan,Finished
5156,2267,3050,2267,9,0,26/07/2006,Room 31  266 Lefeng 6th Rd  Zhongshan  China,Finished
5157,5002,2934,5002,1,0,12/12/2010,Unit 11  Oxford Eco Centre  536 Abingdon Rd  Cumnor  Oxford  OX2 9QN  United Kingdom,Finished
5158,5848,3700,3700,5,6,18/03/2007,Rm. 5  3-9-5 Gakuenminami  Nara  Japan,Finished
5159,1206,1541,1206,8,0,25/01/2002,27F  958 Yueliu Rd  Fangshan District  Beijing  China,Finished
5160,5355,2156,5355,10,4,15/07/2004,Room 41  CR Building  211 Jianxiang Rd  Pudong  Shanghai  China,Finished
5161,4208,3091,,4,4,04/04/2021,32F  1-1-16 Deshiro  Nishinari Ward  Osaka  Japan,Finished
5162,1524,5080,5080,3,8,11/02/2007,296 State Street Apartment 16  Albany  NY 12203  United States,Finished
5163,2068,1991,2068,9,6,18/02/2015,Rm. 21  16 1-1715 Sekohigashi  Moriyama Ward  Nagoya  Japan,Finished
5164,4966,1649,1649,1,4,04/12/2018,Flat 47  797 Whitehouse Lane  Huntingdon Rd  Cambridge  CB3 0LX  United Kingdom,Finished
5165,2320,4832,2320,4,3,10/02/2008,Rm. 33  13 3-803 Kusunokiajima  Kita Ward  Nagoya  Japan,Finished
5166,4867,2770,4867,10,2,17/04/2007,Unit 28  Oxford Eco Centre  664 Wyngate Dr  Leicester  LE3 0UW  United Kingdom,Finished
5167,2773,5678,2773,9,6,26/05/2010,Block 44  712 Regent Street  London  W1B 2LX  United Kingdom,Finished
5168,1454,2546,2546,3,6,13/06/2005,538 State Street Suite 17  Albany  NY 12203  United States,Finished
5169,2878,3060,2878,8,7,07/11/2005,Block 31  421 Hanover Street  London  W1S 1YD  United Kingdom,Finished
5170,3439,3487,3439,9,8,20/03/2021,Room 50  567 Sanlitun Road  Chaoyang District  Beijing  China,Finished
5171,2760,5807,5807,1,3,05/02/2001,No.26 building  460 Tianbei 1st Rd  Luohu District  Shenzhen  China,Finished
5172,2068,2415,2068,9,5,15/03/2001,Unit 40  Oxford Eco Centre  162 Papworth Rd  Trumpington  Cambridge  CB2 0AY  United Kingdom,Finished
5173,2994,3034,3034,7,8,07/07/2014,918 Wicklow Road Suite 10  Columbus  GA 43204  United States,Finished
5174,218,4316,218,4,2,27/02/2002,Flat 41  469 New Street  Birmingham  B2 4DB  United Kingdom,Finished
5175,2258,2124,2258,4,3,22/05/2012,975 Fern Street Apt 6  Akron  OH 44307  United States,Finished
5176,5270,6085,6085,1,6,02/04/2010,251 Sky Way Apt 28  Los Angeles  CA 90043  United States,Finished
5177,4587,5343,5343,0,10,30/06/2015,232 Tremont Road Apartment 26  Columbus  GA 43212  United States,Finished
5178,520,2421,520,5,4,13/07/2017,919 Columbia St Apt 14  Brooklyn  NY 11231  United States,Finished
5179,772,2854,2854,3,5,16/05/2000,No.38 Main building  15 49/50 Strand  Charing Cross  Liverpool  WC2N 5LH  United Kingdom,Finished
5180,4074,619,4074,2,0,09/07/2019,No.14 Main building  736 Regent Street  London  W1B 2LX  United Kingdom,Finished
5181,1578,869,1578,8,3,06/10/2014,9 Bergen St Apt 42  Brooklyn  NY 11217  United States,Finished
5182,1564,1344,1344,4,8,21/04/2017,Room 26  159 Dongtai 5th St  Dongguan  China,Finished
5183,2089,2063,2063,6,8,27/01/2012,Room 4  10 Hongqiao Rd.  Xu Hui District  Shanghai  China,Finished
5184,2384,5720,2384,6,1,15/08/2012,27F  354 3rd Section Hongxing Road  Jinjiang District  Chengdu  China,Finished
5185,5737,584,5737,7,2,05/10/2013,Unit 16  Oxford Eco Centre  795 Stephenson Street  Birmingham  B2 4BL  United Kingdom,Finished
5186,6155,5949,5949,4,5,23/07/2021,788 Canal Street 3rd Floor  New York  NY 10013  United States,Finished
5187,4594,489,489,3,9,20/09/2014,17-kai  1-6-12  Marunouchi  Chiyoda-ku  Tokyo  Japan,Finished
5188,1053,3218,1053,9,6,26/05/2017,No.16 building  678 Shanhu Rd  Dongguan  China,Finished
5189,3710,850,850,1,6,03/09/2017,11F  14 1-1715 Sekohigashi  Moriyama Ward  Nagoya  Japan,Finished
5190,3938,4796,4796,4,7,05/04/2005,40-kai  5-2-14 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Finished
5191,4460,5163,4460,8,6,27/03/2014,Flat 2  280 New Street  Birmingham  B2 4DB  United Kingdom,Finished
5192,760,3707,3707,1,4,24/12/2001,25-kai  2 3-803 Kusunokiajima  Kita Ward  Nagoya  Japan,Finished
5193,3358,1370,1370,1,2,14/06/2002,838 Bergen St 3rd Floor  Brooklyn  NY 11217  United States,Finished
5194,5947,3147,5947,5,1,18/10/2016,No.13 building  318 028 County Rd  Yanqing District  Beijing  China,Finished
5195,3633,495,495,1,9,04/04/2010,41-kai  2-1-18 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Finished
5196,3152,418,3152,5,1,29/10/2021,48F  2-1-19 Tenjinnomori  Nishinari Ward  Osaka  Japan,Finished
5197,46,5437,5437,2,9,29/06/2008,No.4 Main building  111 Osney Mead  Oxford  OX2 0ES  United Kingdom,Finished
5198,3252,2196,3252,4,2,08/10/2015,Unit 34  Oxford Eco Centre  164 Portland St  Manchester  M1 3LA  United Kingdom,Finished
5199,978,4617,4617,0,2,27/06/2012,918 Central Avenue Apartment 45  Albany  NY 12206  United States,Finished
5200,1294,4847,1294,9,5,15/12/2021,499 Grape Street Apt 2  Los Angeles  CA 90002  United States,Finished
5201,4331,3806,3806,1,7,09/04/2017,No.1 building  725 Ganlan Rd  Pudong  Shanghai  China,Finished
5202,5192,1533,1533,3,6,29/06/2007,1F  5-2-12 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Finished
5203,6215,3924,6215,6,2,10/03/2017,12F  290 Jianxiang Rd  Pudong  Shanghai  China,Finished
5204,5407,5693,,8,8,07/02/2012,Room 48  CR Building  726 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Finished
5205,6072,4188,4188,2,5,12/04/2006,340 Canal Street Apartment 36  New York  NY 10013  United States,Finished
5206,5186,627,627,5,8,12/08/2012,Unit 17  Oxford Eco Centre  467 Mosley St  Manchester  M2 3AQ  United Kingdom,Finished
5207,1590,2685,2685,1,10,10/06/2016,No.20 building  231 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Finished
5208,5175,5052,5052,5,8,27/04/2017,Block 6  674 Cyril St  Braunstone Town  Leicester  LE3 2FF  United Kingdom,Finished
5209,4324,3542,4324,6,1,16/10/2019,Rm. 10  1-7-6 Saidaiji Akodacho  Nara  Japan,Finished
5210,6012,4626,6012,1,0,10/04/2012,7F  1-7-9 Omido  Higashiosaka  Osaka  Japan,Finished
5211,3733,1467,3733,6,2,03/01/2005,961 Nostrand Ave Apartment 43  Brooklyn  NY 11216  United States,Finished
5212,18,2596,18,2,1,02/07/2016,33F  1-7-3 Omido  Higashiosaka  Osaka  Japan,Finished
5213,5277,1335,5277,9,2,11/10/2014,Rm. 2  4-9-19 Kamihigashi  Hirano Ward  Osaka  Japan,Finished
5214,2328,3864,3864,3,5,14/08/2007,Room 9  317 FuXingMenNei Street  XiCheng District  Beijing  China,Finished
5215,1130,867,867,0,5,12/07/2012,949 Figueroa Street Apt 28  Los Angeles  CA 90037  United States,Finished
5216,5403,4037,4037,0,6,13/03/2015,Room 26  CR Building  865 Daxin S Rd  Daxin Shangquan  Tianhe Qu  Zhongshan  China,Finished
5217,2365,1204,1204,5,8,27/05/2008,371 Bank Street Suite 3  New York  NY 10014  United States,Finished
5218,3348,3128,3128,2,7,31/12/2011,No.39 building  176 Shennan Ave  Futian District  Shenzhen  China,Finished
5219,3778,676,676,1,3,20/09/2006,40F  3-19-15 Shimizu  Kita Ward  Nagoya  Japan,Finished
5220,133,3988,133,10,1,01/01/2016,Unit 19  Oxford Eco Centre  701 Hinckley Rd  Leicester  LE3 6FR  United Kingdom,Finished
5221,3310,4383,3310,2,1,12/08/2018,Flat 23  479 Little Clarendon St  Oxford  OX1 2HU  United Kingdom,Finished
5222,1099,3793,3793,0,1,16/01/2010,Room 29  670 Tangyuan Street 5th Alley  Airport Road  Baiyun  Guangzhou  China,Finished
5223,690,4394,690,6,1,02/08/2016,No.5 building  894 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Finished
5224,4667,3358,3358,1,7,13/06/2018,817 Columbia St Apt 21  Brooklyn  NY 11231  United States,Finished
5225,3415,1981,1981,1,3,31/07/2022,No.50 building  360 Dong Zhi Men  Dongcheng District  Beijing  China,Finished
5226,5998,2529,5998,10,9,24/10/2020,6 Broadway 3rd Floor  Albany  NY 12207  United States,Finished
5227,3730,5571,5571,1,7,04/08/2021,Unit 9  Oxford Eco Centre  554 Cannon Street  Birmingham  B2 5EE  United Kingdom,Finished
5228,6157,4682,4682,2,3,13/04/2006,Block 17  491 Hanover St  Liverpool  L1 4AF  United Kingdom,Finished
5229,2817,1798,1798,3,5,20/02/2021,42-kai  1-6-19  Marunouchi  Chiyoda-ku  Tokyo  Japan,Finished
5230,1894,1952,1952,8,10,21/11/2010,Room 39  650 3rd Section Hongxing Road  Jinjiang District  Chengdu  China,Finished
5231,3473,4969,3473,8,6,20/07/2015,Unit 27  Oxford Eco Centre  776 Abingdon Rd  Cumnor  Oxford  OX2 9QN  United Kingdom,Finished
5232,45,705,,8,8,11/10/2005,Flat 40  207 Papworth Rd  Trumpington  Cambridge  CB2 0AY  United Kingdom,Finished
5233,3173,1900,1900,5,6,03/10/2022,No.33 building  246 FuXingMenNei Street  XiCheng District  Beijing  China,Finished
5234,3875,1502,1502,3,9,12/07/2016,Flat 7  926 39 William IV St  Charing Cross  Liverpool  WC2N 4DD  United Kingdom,Finished
5235,2251,1977,1977,1,4,20/04/2002,429 Pedway Suite 3  Chicago  IL 60601  United States,Finished
5236,2850,430,2850,9,5,04/09/2010,Room 36  CR Building  608 Qingshuihe 1st Rd  Luohu District  Shenzhen  China,Finished
5237,4041,4271,4271,3,4,23/03/2021,No.35 Main building  758 Hanover St  Liverpool  L1 4AF  United Kingdom,Finished
5238,4632,4523,4632,7,1,21/05/2006,934 S Broadway 3rd Floor  Los Angeles  CA 90015  United States,Finished
5239,2230,2018,2230,4,1,08/07/2006,48F  5-19-9 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Finished
5240,3495,3432,3495,8,2,30/01/2008,2-kai  1 3-803 Kusunokiajima  Kita Ward  Nagoya  Japan,Finished
5241,5982,5911,5911,4,5,07/02/2014,662 Bank Street Apartment 34  New York  NY 10014  United States,Finished
5242,5232,3026,5232,10,0,26/12/2016,Room 4  522 Shanhu Rd  Dongguan  China,Finished
5243,754,2337,2337,6,7,21/06/2016,855 Sky Way Suite 30  Los Angeles  CA 90043  United States,Finished
5244,244,818,818,0,4,09/01/2015,6F  6 3-803 Kusunokiajima  Kita Ward  Nagoya  Japan,Finished
5245,1976,207,207,2,9,01/11/2010,734 Central Avenue 3rd Floor  Albany  NY 12205  United States,Finished
5246,2,4111,4111,0,9,16/06/2006,Unit 14  Oxford Eco Centre  531 Regent Street  London  W1B 2LX  United Kingdom,Finished
5247,4451,5964,5964,2,9,10/03/2009,29-kai  1-1-6 Deshiro  Nishinari Ward  Osaka  Japan,Finished
5248,1268,5668,1268,2,1,17/03/2009,34F  3 1-1 Honjocho  Yamatokoriyama  Nara  Japan,Finished
5249,1062,2530,2530,1,2,02/09/2005,777 Bergen St Suite 43  Brooklyn  NY 11217  United States,Finished
5250,2942,6139,6139,7,10,11/06/2005,10F  No.502  Dongsan Road  Erxianqiao  Chenghua District  Chengdu  China,Finished
5251,1438,248,,0,0,24/07/2010,Rm. 17  17 4-20 Kawagishicho  Mizuho Ward  Nagoya  Japan,Finished
5252,4330,3608,4330,5,0,05/01/2002,430 Sky Way Apt 38  Los Angeles  CA 90043  United States,Finished
5253,595,5068,5068,5,6,09/11/2022,99 Figueroa Street Suite 41  Los Angeles  CA 90037  United States,Finished
5254,2745,4632,2745,9,4,15/08/2014,43F  6-1-17  Miyanomori 4 Jo  Chuo Ward  Sapporo  Japan,Finished
5255,1925,6025,,9,9,25/03/2014,331 Wicklow Road 3rd Floor  Columbus  GA 43204  United States,Finished
5256,1097,1128,1097,10,1,03/02/2022,366 Broadway Apt 16  Albany  NY 12207  United States,Finished
5257,5609,5247,5609,7,2,23/10/2001,5F  5-2-2 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Finished
5258,2647,2292,2647,8,5,18/03/2022,Room 16  CR Building  918 Lefeng 6th Rd  Zhongshan  China,Finished
5259,3998,3090,3998,3,1,07/06/2006,17-kai  1-6-17  Marunouchi  Chiyoda-ku  Tokyo  Japan,Finished
5260,5962,3959,3959,0,5,05/11/2007,Room 26  CR Building  529 Hongqiao Rd.  Xu Hui District  Shanghai  China,Finished
5261,3309,2582,3309,4,3,31/05/2017,No.17 building  990 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Finished
5262,1428,2694,1428,9,4,07/04/2009,No.28 Main building  50 Lower Temple Street  Birmingham  B2 4JD  United Kingdom,Finished
5263,4727,2343,4727,9,0,10/12/2006,344 Tremont Road Apt 42  Columbus  GA 43212  United States,Finished
5264,3681,4642,4642,5,10,29/05/2015,17 Canal Street Apt 32  New York  NY 10013  United States,Finished
5265,3518,659,3518,10,6,14/08/2019,Room 31  CR Building  708 Dong Zhi Men  Dongcheng District  Beijing  China,Finished
5266,4937,915,915,5,9,27/04/2016,Block 7  94 Elms Rd  Botley  Oxford  OX2 9JS  United Kingdom,Finished
5267,1706,5594,,3,3,04/10/2007,Flat 18  378 49/50 Strand  Charing Cross  Liverpool  WC2N 5LH  United Kingdom,Finished
5268,3832,1381,3832,10,9,21/03/2010,45-kai  6 1-1715 Sekohigashi  Moriyama Ward  Nagoya  Japan,Finished
5269,4547,793,,3,3,08/05/2016,Flat 13  989 39 William IV St  Charing Cross  Liverpool  WC2N 4DD  United Kingdom,Finished
5270,1480,1094,1480,3,1,03/02/2004,No.22 Main building  884 Wyngate Dr  Leicester  LE3 0UW  United Kingdom,Finished
5271,4157,3615,4157,1,0,31/12/2002,763 Diplomacy Drive Apt 12  Columbus  GA 43228  United States,Finished
5272,3923,900,3923,9,8,11/03/2011,Room 5  110 West Chang'an Avenue  Xicheng District  Beijing  China,Finished
5273,685,1553,1553,7,9,14/09/2002,Unit 20  Oxford Eco Centre  797 Volac Park  Grantchester Rd  Cambridge  CB3 9ED  United Kingdom,Finished
5274,2803,4630,,6,6,09/04/2014,Room 47  CR Building  629 028 County Rd  Yanqing District  Beijing  China,Finished
5275,5968,5016,5968,8,0,15/08/2007,887 East Cooke Road Apartment 3  Columbus  GA 43214  United States,Finished
5276,6073,4318,4318,1,3,24/03/2016,Rm. 18  5-2-14 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Finished
5277,4218,2032,2032,4,9,06/09/2022,517 S Broadway Apartment 5  Los Angeles  CA 90015  United States,Finished
5278,1304,1525,1304,5,4,21/05/2021,415 Columbia St 3rd Floor  Brooklyn  NY 11231  United States,Finished
5279,3357,2559,3357,10,5,05/04/2010,210 Sky Way Apt 28  Los Angeles  CA 90043  United States,Finished
5280,5297,5801,5297,9,8,11/03/2020,No.20 building  223 NO.6  YuShuang Road  ChengHua Distric  Chengdu  China,Finished
5281,40,1070,1070,7,9,05/09/2004,Room 46  150 Middle Huaihai Road  Huangpu District  Shanghai  China,Finished
5282,85,410,85,9,3,22/11/2003,1-kai  2-1-10 Tenjinnomori  Nishinari Ward  Osaka  Japan,Finished
5283,5379,1119,1119,4,10,30/01/2016,Flat 41  15 Cannon Street  Birmingham  B2 5EE  United Kingdom,Finished
5284,2977,5912,5912,8,9,03/10/2008,Rm. 47  1-7-7 Saidaiji Akodacho  Nara  Japan,Finished
5285,951,1627,951,9,7,07/04/2011,Block 23  104 Elms Rd  Botley  Oxford  OX2 9JS  United Kingdom,Finished
5286,2761,2679,2761,5,3,02/02/2007,Room 28  251 Middle Huaihai Road  Huangpu District  Shanghai  China,Finished
5287,3018,5489,3018,9,3,10/03/2014,870 Wicklow Road Apt 4  Columbus  GA 43204  United States,Finished
5288,1643,1171,1171,1,7,11/07/2016,49-kai  1-7-19 Omido  Higashiosaka  Osaka  Japan,Finished
5289,132,840,840,1,5,09/11/2013,459 Ridgewood Road Suite 25  Akron  OH 44321  United States,Finished
5290,4205,4361,4361,4,5,01/05/2005,Unit 30  Oxford Eco Centre  418 39 William IV St  Charing Cross  Liverpool  WC2N 4DD  United Kingdom,Finished
5291,4829,2776,2776,5,7,07/11/2011,32-kai  3-27-10 Higashitanabe  Higashisumiyoshi Ward  Osaka  Japan,Finished
5292,3536,4096,3536,7,0,25/07/2011,47F  141 Hongqiao Rd.  Xu Hui District  Shanghai  China,Finished
5293,821,6225,,4,4,24/12/2002,Room 27  750 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Finished
5294,4092,5198,4092,10,1,16/06/2020,121 State Street Apartment 41  Albany  NY 12203  United States,Finished
5295,966,4109,966,10,4,07/03/2018,35F  4-9-6 Kamihigashi  Hirano Ward  Osaka  Japan,Finished
5296,2538,3441,2538,10,2,22/06/2021,Rm. 11  5-19-14 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Finished
5297,5046,4951,4951,3,4,18/11/2010,Rm. 3  2-3-16 Yoyogi  Shibuya-ku  Tokyo  Japan,Finished
5298,239,715,715,8,9,01/12/2004,Rm. 11  1-5-11  Higashi-Shimbashi  Minato-ku  Tokyo  Japan,Finished
5299,4203,4840,4203,8,3,17/02/2006,7F  2-1-19 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Finished
5300,391,3346,391,6,5,12/11/2002,912 Riverview Road 3rd Floor  Akron  OH 44313  United States,Finished
5301,1850,3577,3577,6,8,06/12/2005,37F  20 1-1715 Sekohigashi  Moriyama Ward  Nagoya  Japan,Finished
5302,3707,2576,2576,0,1,21/01/2004,Room 18  CR Building  483 FuXingMenNei Street  XiCheng District  Beijing  China,Finished
5303,6205,218,218,7,8,17/05/2015,Block 30  142 Hanover St  Liverpool  L1 4AF  United Kingdom,Finished
5304,1641,4318,4318,4,7,15/04/2018,23F  154 Jiangnan West Road  Haizhu District  Guangzhou  China,Finished
5305,2517,624,2517,8,6,05/12/2007,No.14 building  69 Shanhu Rd  Dongguan  China,Finished
5306,5597,3870,5597,7,4,03/04/2012,Rm. 12  3-19-17 Shimizu  Kita Ward  Nagoya  Japan,Finished
5307,4174,918,4174,10,3,15/09/2016,No.34 building  397 Xiaoping E Rd  Baiyun   Guangzhou  China,Finished
5308,826,59,826,9,3,20/03/2021,218 Sky Way Apartment 19  Los Angeles  CA 90043  United States,Finished
5309,4695,5596,,9,9,15/02/2004,Rm. 18  2-5-19 Chitose  Atsuta Ward  Nagoya  Japan,Finished
5310,5805,1947,5805,6,0,26/04/2013,48-kai  4-9-6 Kamihigashi  Hirano Ward  Osaka  Japan,Finished
5311,4542,58,4542,8,2,03/03/2006,No.13 building  925 Shanhu Rd  Dongguan  China,Finished
5312,1836,1211,1836,6,1,27/09/2013,Room 3  666 Jiangnan West Road  Haizhu District  Guangzhou  China,Finished
5313,701,1282,701,8,6,09/02/2015,Room 3  153 68 Qinghe Middle St  Haidian District  Beijing  China,Finished
5314,563,2832,,8,8,20/09/2005,613 West Houston Street 3rd Floor  New York  NY 10014  United States,Finished
5315,2678,4865,2678,8,7,10/11/2010,Flat 9  435 Park End St  Oxford  OX1 1JD  United Kingdom,Finished
5316,2202,4816,4816,0,4,26/01/2012,4-kai  5-19-20 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Finished
5317,4782,86,4782,4,0,27/12/2009,33F  972 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Finished
5318,3772,4622,3772,7,1,14/03/2020,Rm. 12  2-3-3 Yoyogi  Shibuya-ku  Tokyo  Japan,Finished
5319,4618,2812,4618,8,6,14/08/2020,16-kai  2-1-15 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Finished
5320,5342,5916,5342,5,3,25/12/2003,Block 8  669 Lodge Ln  Toxteth  Liverpool  L8 0SP  United Kingdom,Finished
5321,5549,1715,5549,1,0,19/11/2006,6F  763 Jianxiang Rd  Pudong  Shanghai  China,Finished
5322,4214,1865,1865,2,6,30/04/2006,No.43 building  308 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Finished
5323,4828,791,791,1,8,09/01/2009,Flat 18  567 Lower Temple Street  Birmingham  B2 4JD  United Kingdom,Finished
5324,2728,1694,1694,6,8,16/06/2022,30F  5-2-6 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Finished
5325,2710,5254,2710,6,2,28/03/2018,Room 3  793 Zhongshan 5th Rd  Zimaling Shangquan  Zhongshan  China,Finished
5326,991,3859,991,9,7,25/10/2006,No.27 Main building  123 Hinckley Rd  Leicester  LE3 6FR  United Kingdom,Finished
5327,5551,4647,4647,7,9,01/07/2012,Room 19  430 Shennan Ave  Futian District  Shenzhen  China,Finished
5328,1139,2904,2904,4,8,01/12/2000,Unit 18  Oxford Eco Centre  772 Hanover St  Liverpool  L1 4AF  United Kingdom,Finished
5329,3368,4567,3368,3,1,21/03/2016,No.34 Main building  370 Hanover St  Liverpool  L1 4AF  United Kingdom,Finished
5330,5402,2118,5402,10,3,09/06/2011,No.4 building  842 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Finished
5331,1825,1697,1697,4,8,28/09/2020,5-kai  5-4-18 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Finished
5332,2893,4840,4840,7,8,23/11/2017,No.33 building  944 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Finished
5333,1978,5221,5221,1,4,31/01/2002,18F  2-3-4 Yoyogi  Shibuya-ku  Tokyo  Japan,Finished
5334,2234,2835,2835,6,9,26/11/2022,17 Flatbush Ave 3rd Floor  Brooklyn  NY 11225  United States,Finished
5335,2675,2547,2675,8,1,15/01/2012,103 Rush Street Apartment 15  Chicago  IL 60611  United States,Finished
5336,3863,5296,5296,0,4,03/07/2021,No.14 building  654 NO.6  YuShuang Road  ChengHua Distric  Chengdu  China,Finished
5337,3910,2512,,9,9,27/05/2004,Room 40  CR Building  461 Lefeng 6th Rd  Zhongshan  China,Finished
5338,5192,5659,5659,3,8,13/07/2021,147 Lark Street Apt 38  Albany  NY 12210  United States,Finished
5339,6192,4074,6192,7,4,24/10/2014,836 Fern Street Apt 13  Akron  OH 44307  United States,Finished
5340,841,1914,1914,4,5,21/11/2000,24-kai  3-9-11 Gakuenminami  Nara  Japan,Finished
5341,3534,5848,5848,1,3,18/11/2004,Flat 30  845 Park End St  Oxford  OX1 1JD  United Kingdom,Finished
5342,3835,705,705,1,5,20/09/2002,Flat 17  356 Elms Rd  Botley  Oxford  OX2 9JS  United Kingdom,Finished
5343,2325,288,2325,4,1,20/07/2022,662 Grape Street Apt 16  Los Angeles  CA 90002  United States,Finished
5344,1119,1897,1119,5,0,01/02/2015,Unit 49  Oxford Eco Centre  813 Spring Gardens  Manchester  M2 2BQ  United Kingdom,Finished
5345,5259,55,5259,8,4,24/02/2000,Room 23  300 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Finished
5346,5220,4176,4176,2,8,17/05/2000,Unit 1  Oxford Eco Centre  871 Hanover St  Liverpool  L1 4AF  United Kingdom,Finished
5347,5535,3676,,5,5,15/02/2019,Rm. 19  2-1-8 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Finished
5348,2539,4867,2539,9,6,06/09/2003,785 Ridgewood Road Apartment 20  Akron  OH 44321  United States,Finished
5349,5324,3833,,5,5,23/08/2002,Block 31  457 Wyngate Dr  Leicester  LE3 0UW  United Kingdom,Finished
5350,682,3032,682,4,3,19/03/2014,23F  1-7-17 Saidaiji Akodacho  Nara  Japan,Finished
5351,4395,2673,4395,7,0,06/07/2008,138 Wicklow Road Apartment 14  Columbus  GA 43204  United States,Finished
5352,2205,3740,2205,6,2,23/03/2003,No.26 building  24 Qingshuihe 1st Rd  Luohu District  Shenzhen  China,Finished
5353,2536,28,2536,9,2,24/06/2011,36-kai  16 3-803 Kusunokiajima  Kita Ward  Nagoya  Japan,Finished
5354,4952,4993,4993,6,9,28/08/2001,16-kai  4-9-8 Kamihigashi  Hirano Ward  Osaka  Japan,Finished
5355,5470,1015,1015,5,8,05/11/2020,411 Lark Street Apt 13  Albany  NY 12210  United States,Finished
5356,1034,3592,1034,7,2,11/06/2019,Room 9  CR Building  176 Daxin S Rd  Daxin Shangquan  Tianhe Qu  Zhongshan  China,Finished
5357,2654,673,2654,9,8,05/09/2013,440 Canal Street Apartment 24  New York  NY 10013  United States,Finished
5358,1673,3083,3083,7,9,25/05/2014,770 Tremont Road 3rd Floor  Columbus  GA 43212  United States,Finished
5359,2193,4473,4473,0,2,18/11/2015,44-kai  4-9-2 Kamihigashi  Hirano Ward  Osaka  Japan,Finished
